"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	« Nous avons à présent des souris de 4 mois qui ne sont pas diabétiques alors qu'elles l'étaient auparavant », a-t-il ajouté.	« Nous avons maintenant des souris de 4 mois qui ne sont pas diabétiques et qui étaient auparavant diabétiques », a-t-il ajouté.	"We now have four-month-old mice that are not diabetic when they were before," he added.
"This is not going to be goodbye. This is the closing of one chapter and the opening of a new one."	« Ce n'est pas un au revoir. C'est une page qui se tourne, et une autre qui s'ouvre. »	"Ce n'est pas un au revoir, c'est la fin d'un chapitre et l'ouverture d'un nouveau chapitre."	"It's not a goodbye. It's a page that turns, and another that opens."
Final results from Namibian presidential and parliamentary elections have indicated that the incumbent president, Hifikepunye Pohamba, has been reelected by a large margin.	Les résultats définitifs des élections présidentielles et parlementaires namibiennes indiquent que le président sortant, Hifikepunye Pohamba, a été réélu par une large majorité.	Les résultats définitifs des élections présidentielles et parlementaires namibiennes indiquent que le président en exercice, Hifikepunye Pohamba, a été réélu à une large majorité.	The final results of the Namibian presidential and parliamentary elections indicate that the outgoing President, Hifikepunye Pohamba, was re-elected by a large majority.
The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.	Le parti au pouvoir, l'Organisation du peuple du Sud-Ouest africain (SWAPO), a lui aussi réussi à conserver la majorité aux élections législatives.	Le parti au pouvoir, South West Africa People's Organization (SWAPO), a également maintenu une majorité aux élections législatives.	The ruling party, the South West African People's Organization (SWAPO), also managed to retain the majority in the parliamentary elections.
Coalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.	Les troupes de coalition et Afghanes se sont déplacées dans la zone pour sécuriser le site et un avion d’une autre coalition a été envoyé pour seconder.	Des troupes de la coalition et des forces afghanes se sont installées dans la zone pour sécuriser le site et d'autres avions de la coalition ont été envoyés pour aider.	Coalition and Afghan troops moved to the area to secure the site and a plane from another coalition was sent to assist.
The crash occurred high up in mountainous terrain, and is believed to have been the result of hostile fire.	L’accident a eu lieu en terrain montagneux, et il semblerait que cela ait été causé par un incendie malveillant.	L'accident s'est produit haut en terrain montagneux, et on pense qu'il a été le résultat d'incendies hostiles.	The accident took place in mountainous terrain, and it appears that this was caused by a malicious fire.
Efforts to search for the crash site are being met by bad weather and harsh terrain.	Les efforts visant à trouver le lieu de l’accident sont restreints par des intempéries et le terrain accidenté.	Les efforts de recherche du site de l'écrasement se heurtent à des conditions météorologiques défavorables et à des terrains rudes.	Efforts to locate the accident site are limited by weather and rugged terrain.
The medical charity Mangola, Medecines Sans Frontieres and the World Health Organisation say it is the worst outbreak recorded in the country.	Selon l'ONG Mangola, Médecins Sans Frontières et l'Organisation mondiale de la santé, il s'agit de la pire épidémie enregistrée dans le pays.	La charité médicale Mangola, Médecins Sans Frontières et l'Organisation Mondiale de la Santé disent que c'est la pire épidémie enregistrée dans le pays.	According to the NGO Mangola, Médecins Sans Frontières and the World Health Organization, this is the worst epidemic in the country.
Spokesman for Medecines Sans Frontiere Richard Veerman said: "Angola is heading for its worst ever outbreak and the situation remains very bad in Angola," he said.	Le porte-parole de Médecins Sans Frontières, Richard Veerman, a déclaré : « L'Angola se dirige vers la pire épidémie jamais connue et la situation reste très mauvaise en Angola », a-t-il déclaré.	Le porte-parole de Médecins Sans Frontière Richard Veerman a déclaré : « L'Angola se dirige vers sa pire épidémie et la situation reste très mauvaise en Angola », a-t-il déclaré.	The spokesman for Médecins Sans Frontières, Richard Veerman, said: "Angola is heading for the worst epidemic ever and the situation in Angola remains very bad," he said.
The games kicked off at 10:00am with great weather and apart from mid morning drizzle which quickly cleared up, it was a perfect day for 7's rugby.	Les matchs ont commencé à 10 heures du matin avec un temps magnifique et, à part la bruine du milieu de la matinée qui s’est rapidement dissipée, c’était une journée parfaite pour le rugby à 7.	Les jeux ont débuté à 10h00 par beau temps et en dehors de la bruine du milieu du matin qui s'est rapidement éclaircie, c'était une journée parfaite pour le rugby de 7's.	The games started at 10 a.m. with beautiful weather and, apart from the mid-morning drizzle that quickly dissipated, it was a perfect day for rugby at 7.
Tournament top seeds South Africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded Zambia.	L'Afrique du Sud, à la tête du classement, a commencé sur une bonne note en s'imposant 26 à 0 face à la Zambie, 5e du classement.	Les premières graines du tournoi L'Afrique du Sud a commencé sur la bonne note quand ils ont eu une victoire confortable 26 - 00 contre la 5ème Zambie ensemencée.	South Africa, at the top of the rankings, started on a good score by winning 26 to 0 against Zambia, 5th in the rankings.
Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed.	L'Afrique du Sud, qui semblait décidément rouillée lors de son match contre ses consœurs du sud, s'est cependant graduellement améliorée au fil du tournoi.	En regardant résolument rouillé dans le match contre leurs sœurs du sud, l'Afrique du Sud s'est néanmoins améliorée régulièrement au fur et à mesure que le tournoi progressait.	South Africa, which seemed decidedly rusty in its game against its southern connoisseurs, however, gradually improved over the tournament.
Their disciplined defence, ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat.	Leur défense bien disciplinée, leur adresse dans le contrôle du ballon et leur formidable travail d’équipe leur ont permis de se distinguer et il est évident que c’était l’équipe à battre.	Leur défense disciplinée, leurs compétences de maniement du ballon et leur excellent travail d'équipe les ont distingués et il était clair que c'était l'équipe à battre.	Their well-disciplined defense, their skill in the ball control and their great team work allowed them to stand out and it's obvious that it was the team to beat.
Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over.	Les responsables de la ville d’Amsterdam et du Musée Anne Frank affirment que l’arbre est infecté par un champignon et qu’il constitue un danger pour la santé publique, car ils soutiennent qu’il existe un danger immédiat de chute.	Les responsables de la ville d'Amsterdam et du musée Anne Frank déclarent que l'arbre est infecté par un champignon et pose un danger pour la santé publique car ils affirment qu'il était en danger imminent de chute.	The city of Amsterdam and the Anne Frank Museum claim that the tree is infected with a fungus and that it is a danger to public health, as they argue that there is an immediate danger of falling.
