"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	"Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più", ha aggiunto.	"Ora abbiamo topi di 4 mesi che non sono diabetici che un tempo erano diabetici," ha aggiunto.	"We have four-month-old mice who were diabetics and now they are no longer diabetics," he added.
His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel.	Fernando Alonso, suo compagno di squadra, è stato in testa per gran parte della gara, ma la sua gara si è conclusa subito dopo il suo pit-stop, probabilmente per il montaggio non corretto della ruota anteriore destra.	Il suo compagno di squadra Fernando Alonso era in testa per la maggior parte della gara, ma finì subito dopo il pit-stop, probabilmente perché una ruota anteriore destra mal rimboccata.	Fernando Alonso, his teammate, was in the lead for most of the race, but his race ended immediately after his pit-stop, probably for incorrect mounting of the front right wheel.
Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.	Michael Schumacher ha raggiunto il traguardo alle spalle di Alonso, a causa di un danno alle sospensioni verificatosi in uno dei duelli di cui è stato protagonista nel corso della gara.	Michael Schumacher terminò la sua gara non molto tempo dopo Alonso, a causa dei danni alle sospensioni nelle numerose battaglie durante la gara.	Michael Schumacher reached the finish line behind Alonso, due to a damage to the suspension occurred in one of the duels he was protagonist of during the race.
"She’s very cute and sings quite well, too," he said according to a transcript of the news conference.	In base a trascrizione della conferenza stampa, avrebbe detto: "è molto graziosa e canta anche piuttosto bene".	"Lei è molto carina e canta abbastanza bene, troppo," ha detto secondo una trascrizione della conferenza stampa.	According to the transcript of the press conference, he would have said: "It's very pretty and sings quite well too."
"I was moved every time we did a rehearsal on this, from the bottom of my heart."	Ogni volta che abbiamo fatto le prove, mi sono sentito commuovere dal profondo del cuore.	"Sono stato commosso ogni volta che abbiamo fatto una prova su questo, dal profondo del mio cuore."	Every time we did the rehearsal, I felt moved from the bottom of my heart.
Around 3 minutes into the launch, an on-board camera showed numerous pieces of insulation foam break away from the fuel tank.	Dopo circa 3 minuti dal lancio, da una telecamera di bordo si sono visti vari frammenti di schiuma isolante che si staccavano dal serbatoio del carburante.	In circa 3 minuti al lancio, una telecamera di bordo ha mostrato numerosi pezzi di schiuma isolante staccarsi dal serbatoio del carburante.	After about 3 minutes from the launch, from an on-board camera several fragments of insulating foam were seen that were detached from the fuel tank.
However, they are not thought to have caused any damage to the shuttle.	Non si ritiene tuttavia che abbiano causato danni allo shuttle.	Tuttavia, non si pensa che abbiano causato alcun danno alla navetta.	However, it is not considered that they caused damage to the shuttle.
NASA's shuttle program chief N. Wayne Hale Jr. said the foam had fallen "after the time we are concerned about."	N. Wayne Hale Jr., direttore del Programma Space Shuttle della NASA, ha affermato che la schiuma era caduta successivamente al momento che li preoccupava.	Il capo del programma navetta della NASA N. Wayne Hale Jr. ha detto che la schiuma era caduta "dopo il tempo di cui ci preoccupiamo."	N. Wayne Hale Jr., director of NASA's Space Shuttle Program, said that the foam had fallen later at the time they were worried.
Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.	Cinque minuti dopo l'inizio dello spettacolo, inizia il vento, circa un minuto dopo, il vento sta raggiungendo i 70 km/h... poi arriva la pioggia, così violenta e torrenziale da pungerti la pelle come un ago, poi inizia a cadere la grandine, persone in preda al panico, che urlano e scappano, travolgendosi.	Cinque minuti nel display un vento inizia a rotolare, circa un minuto dopo, il vento sta raggiungendo i 70 km/h... poi arriva la pioggia, ma così forte e così grande che ti schiaffeggia la pelle come un ago, poi la grandine cade dal cielo, la gente si fa prendere dal panico e urla e si corre l'un l'altro.	Five minutes after the start of the show, the wind begins, about a minute later, the wind is reaching 70 km/h... then comes the rain, so violent and torrential that it stings your skin like a needle, then begins to fall hail, people in panic, who scream and run, overwhelming.
I lost my sister and her friend, and on my way there were two disabled people in wheelchairs, people just jumping over and pushing them," Armand Versace said.	"Ho perso mia sorella e la sua amica, mentre mi spostavo avevo davanti a me due disabili in sedia a rotelle e le persone che gli saltavano addosso e le spingevano", ha detto Armand Versace.	Ho perso mia sorella e la sua amica, e sulla mia strada c'erano due persone disabili in sedia a rotelle, la gente che saltava e li spingeva," Armand Versace ha detto.	"I lost my sister and her friend as I moved in front of me two disabled people in a wheelchair and the people who jumped at him and pushed them," said Armand Versace.
NHK also reported that the Kashiwazaki Kariwa nuclear power plant in Niigata prefecture was operating normally.	NHK ha inoltre riferito che la centrale nucleare di Kashiwazaki Kariwa, che si trova nella provincia di Niigata, era regolarmente operativa.	NHK ha anche riferito che la centrale nucleare di Kashiwazaki Kariwa nella prefettura di Niigata funzionava normalmente.	NHK also reported that the Kashiwazaki Kariwa nuclear power plant, located in the province of Niigata, was regularly operational.
Hokuriku Electric Power Co. reported no effects from the earthquake and that the Number 1 and 2 reactors at its Shika nuclear power plant were shut down.	La Hokuriku Electric Power Co. non ha riportato nessun danno dovuto al terremoto; ha inoltre riferito che i reattori n. 1 e 2 della centrale nucleare di Shika sono stati chiusi.	La Hokuriku Electric Power Co. non ha riportato alcun effetto dal terremoto e che i reattori numero 1 e 2 della sua centrale nucleare Shika sono stati chiusi.	Hokuriku Electric Power Co. did not report any damage due to the earthquake; it also reported that reactors 1 and 2 of the Shika nuclear power plant were closed down.
It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.	Secondo quanto riportato, circa 9400 case della zona sono senza acqua e circa 100 senza corrente elettrica.	È stato riferito che circa 9400 case nella regione sono senza acqua e circa 100 senza elettricità.	According to reports, about 9400 houses in the area are without water and about 100 without electricity.
Some roads have been damaged, railway service interrupted in the affected areas, and the Noto Airport in Ishikawa prefecture remains closed.	Alcune strade risultano danneggiate, la rete ferroviaria è stata interrotta nelle zone coinvolte e l'aeroporto di Noto, nella provincia di Ishikawa, resta chiuso.	Alcune strade sono state danneggiate, il servizio ferroviario interrotto nelle aree colpite, e l'aeroporto di Noto nella prefettura di Ishikawa rimane chiuso.	Some roads are damaged, the railway network has been interrupted in the affected areas and the airport of Noto, in the province of Ishikawa, remains closed.
One bomb exploded outside the governor general's office.	All'esterno dell'ufficio del governatore generale è esplosa una bomba.	Una bomba e' esplosa fuori dall'ufficio del governatore generale.	A bomb went off outside the governor-general's office.
Three more bombs exploded near government buildings in a period of two hours.	Nel giro di due ore sono esplose altre tre bombe nelle vicinanze degli edifici governativi.	Altre tre bombe sono esplose vicino agli edifici governativi in un periodo di due ore.	Within two hours, three more bombs exploded in the vicinity of government buildings.
Some reports put the official death toll at eight, and official reports confirm that up to 30 were injured; but final numbers are not yet known.	Secondo alcuni resoconti, il numero ufficiale delle vittime è pari a otto e i report ufficiali confermano che ci sono stati fino a 30 feriti, anche se i numeri definitivi non sono ancora noti.	Alcuni rapporti mettono il bilancio ufficiale delle vittime a otto, e rapporti ufficiali confermano che fino a 30 sono stati feriti; ma i numeri finali non sono ancora noti.	According to some reports, the official number of victims is eight and official reports confirm that there have been up to 30 injured, although the final numbers are not yet known.
Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.	Nei campioni di urina domestici deceduti dopo aver mangiato cibo per animali contaminato, sono state trovate tracce sia di acido cianurico e che di melamina.	Sia l'acido cianourico che la melamina sono stati trovati in campioni di urina da animali domestici che sono morti dopo aver consumato alimenti contaminati per animali domestici.	In domestic urine samples that died after eating contaminated animal food, traces of both cyanuric acid and melamine were found.
The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.	I ricercatori dell'università hanno affermato che i due composti reagiscono tra loro formando dei cristalli che possono ostacolare la funzionalità renale.	I due composti reagiscono l'uno con l'altro per formare cristalli che possono bloccare la funzione renale, hanno detto i ricercatori dell'università.	University researchers said that the two compounds react to each other by forming crystals that may hinder renal function.
The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.	I ricercatori hanno rilevato nell'urina dei gatti la formazione di cristalli, dovuti all'aggiunta di melamina e acido cianurico.	I ricercatori hanno osservato cristalli formati nell'urina del gatto con l'aggiunta di melamina e acido cianourico.	Researchers have detected crystal formation in cats urine, due to the addition of melamine and cyanuric acid.
