"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	«Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.	"Ahora tenemos ratones de 4 meses que no son diabéticos que solían ser diabéticos", agregó.	"Currently, we have four-month-old mice who used to be diabetic and who are no longer diabetic," he added.
The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.	El número de iones de hidrógeno (la H en pH) presentes en el producto químico analizado determina su nivel de pH.	El nivel de pH está indicado por la cantidad de iones de hidrógeno (el H en pH) en la sustancia problema.	The number of hydrogen ions (H in pH) present in the chemical analyzed determines its pH level.
Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).	Los átomos de hidrógeno están formados por un protón y un electrón. Por ello, un ion de hidrógeno es el resultado de despojar a un protón de su electrón.	Los iones de hidrógeno son protones que han sido despojados de sus electrones (ya que los átomos de hidrógeno consisten en un protón y un electrón).	Hydrogen atoms are formed by a proton and an electron. Therefore, a hydrogen ion is the result of stripping a proton of its electron.
Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.	Agite ambos polvos secos juntos y, después de hacerlo, con las manos higienizadas y húmedas, exprímalos para formar una bola.	Gire los dos polvos secos juntos y luego, con las manos limpias y mojadas, apriételos en una bola.	Shake both dry powders together and, after doing so, with wet and hygienic hands, express them to form a ball.
The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.	Se producirá una reacción entre la humedad en sus manos y sus capas externas, las que se sentirán extrañas al tacto y formarán una especie de caparazón.	La humedad de tus manos reaccionará con las capas externas, que se sentirán divertidas y formarán una especie de caparazón.	There will be a reaction between the moisture in your hands and your outer layers, which will feel strange to the touch and form a kind of shell.
The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.	Las ciudades de Harappa y Mohenjo-daro tenían inodoros con descarga en casi todas las casas, los que se conectaban con un sistema de desagüe sofisticado.	Las ciudades de Harappa y Mohenjo-daro tenían un inodoro en casi todas las casas, unido a un sofisticado sistema de alcantarillado.	The cities of Harappa and Mohenjo-daro had flush toilets in almost every house, which were connected to a sophisticated drainage system.
Remains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece.	En algunos hogares de las ciudades minoanas de Creta y Santorini, Grecia, se hallaron vestigios de sistemas de alcantarillas.	Se han encontrado restos de sistemas de alcantarillado en las casas de las ciudades minoanas de Creta y Santorini en Grecia.	In some homes in the Minoan cities of Crete and Santorini, Greece, traces of sewer systems were found.
There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company.	También contaban con sanitarios en el antiguo Egipto, Persia y China. En la civilización romana, los baños públicos tenían retretes y algunos eran compartidos por hombres y mujeres.	También había baños en el antiguo Egipto, Persia y China. En la civilización romana, los baños eran a veces parte de las casas de baño público donde hombres y mujeres estaban juntos en compañía mixta.	They also had toilets in ancient Egypt, Persia and China. In Roman civilization, public toilets had toilets and some were shared by men and women.
When you call someone who is thousands of miles away, you are using a satellite.	Cuando uno se comunica con alguien que está a miles de millas de distancia, se está haciendo uso de un satélite.	Cuando llamas a alguien que está a miles de kilómetros de distancia, estás usando un satélite.	When one communicates with someone thousands of miles away, one is making use of a satellite.
The satellite in space gets the call and then reflects it back down, almost instantly.	El satélite en el espacio recibe la llamada y, luego, la refleja de vuelta casi de forma instantánea.	El satélite en el espacio recibe la llamada y luego la refleja de nuevo, casi al instante.	The satellite in space receives the call and then reflects it back almost instantly.
The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.	El satélite fue enviado al espacio a través de un cohete. Los científicos utilizan telescopios en el espacio, dado que la luz de la atmósfera de la Terra distorsiona parte de la luz y vista que tenemos.	El satélite fue enviado al espacio por un cohete. Los científicos usan telescopios en el espacio porque la atmósfera de la Tierra distorsiona parte de nuestra luz y visión.	The satellite was sent into space through a rocket. Scientists use telescopes in space, since the light from the atmosphere of the Terra distorts part of the light and sight we have.
It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.	Se precisa un cohete gigante, de más de 100 pies de altura, para poder llevar un satélite o telescopio al espacio exterior.	Se necesita un cohete gigante a más de 100 pies de altura para poner un satélite o telescopio en el espacio.	A giant rocket, more than 100 feet high, is required to carry a satellite or telescope into outer space.
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.	La rueda ha modificado al mundo de formas sorprendentes. Lo más relevante que ha hecho por nosotros fue brindarnos un transporte mucho más simple y veloz.	La rueda ha cambiado el mundo de una manera increíble. Lo más grande que la rueda ha hecho por nosotros es darnos un transporte mucho más fácil y rápido.	The wheel has changed the world in surprising ways. The most relevant thing it has done for us was to provide us with a much simpler and faster transport.
It has brought us the train, the car, and many other transportation devices.	Gracias a ella hoy tenemos muchos medios de transporte, como el ferrocarril o el automóvil, entre tantos otros.	Nos ha traído el tren, el coche y muchos otros dispositivos de transporte.	Thanks to it today we have many means of transport, such as railways or cars, among so many others.
Under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer.	Por debajo, existen felinos de tamaño más moderado que se alimentan de presas medianas, desde conejos hasta antílopes y ciervos.	Bajo ellos hay gatos de tamaño más mediano que comen presas de tamaño mediano que van desde conejos hasta antílopes y ciervos.	Below, there are more moderate-sized cats that feed on medium prey, from rabbits to antelopes and deer.
