"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	"Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più", ha aggiunto.
Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.	Secondo i ricercatori dell'Università di Princeton, Stati Uniti, e dell'Università di Uppsala, Svezia, la nuova specie si è evoluta in appena due generazioni, sebbene si ritenesse che il tempo necessario per questo processo fosse molto maggiore; questo per effetto dell'accoppiamento tra un fringuello endemico di Darwin, Geospiza fortes, e il fringuello dei cactus immigrato, Geospiza conirostris.
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.	L’oro può essere lavorato in ogni tipo di forma. Può essere arrotolato per creare forme minuscole.
It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets.	Può essere tirato fino a formare un sottile filo, adatto ad essere attorcigliato e intrecciato. Può essere martellato o arrotolato in lamine.
It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called "illuminated manuscripts".	Può essere reso molto sottile e attaccato su altri metalli. A volte è stato utilizzato per decorare le immagini dipinte a mano nei libri chiamati "codici miniati" proprio grazie alla possibilità di essere reso così sottile.
This is called a chemical's pH. You can make an indicator using red cabbage juice.	Si tratta del cosiddetto pH della sostanza. Usando il succo del cavolo rosso è possibile costruire un indicatore di pH.
The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.	Il succo del cavolo cambia colore in base a quanto è acido o basico (alcalino) l'elemento chimico.
The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.	Il livello di pH della sostanza chimica analizzata è dato dalla quantità di ioni di idrogeno presenti (la lettera H di pH).
Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).	Con ioni idrogeno si intendono dei protoni cui sono stati strappati via gli elettroni (dato che gli atomi di idrogeno sono formati da un protone e da un elettrone).
Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.	Mescolare insieme le due polveri essiccate e poi, con le mani pulite e bagnate, infilarle in una palla.
The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.	Tra l'umidità presente sulle proprie mani e gli strati esterni si scatenerà una reazione che provocherà una sensazione strana e formerà una sorta di guscio.
The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.	Quasi tutte le case nelle città di Harappa e Mohenjo-daro disponevano di un bagno con acqua corrente dotato di un collegamento a un avanzato sistema fognario.
Remains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece.	In Grecia, nelle abitazioni delle città minoiche di Creta e Santorini sono stati scoperti resti di reti fognarie.
There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company.	I gabinetti nell'antichità esistevano anche in Egitto, in Persia e in Cina. Nella civiltà romana erano talvolta inseriti nei bagni pubblici, frequentati da un pubblico misto di uomini e donne.
When you call someone who is thousands of miles away, you are using a satellite.	Per telefonare a qualcuno lontano migliaia di miglia, si utilizza un satellite.
The satellite in space gets the call and then reflects it back down, almost instantly.	Il satellite nello spazio riceve il segnale e poi lo rimanda indietro quasi all'istante.
The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.	Il lancio del satellite nello spazio è stato effettuato con un razzo. Gli scienziati ricorrono ai telescopi spaziali perché l'atmosfera della Terra distorce in parte la luce e la visuale.
It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.	Per trasportare nello spazio un satellite o un telescopio è necessario un razzo alto più di 100 piedi.
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.	La ruota ha enormemente cambiato il mondo. Tra i vari vantaggi che ci ha offerto, quello più importante consiste nell'averci fornito trasporti più semplici e veloci.
It has brought us the train, the car, and many other transportation devices.	Grazie alla sua invenzione, hanno fatto la loro comparsa il treno, l'automobile e diversi altri mezzi di trasporto.
Under them are more medium sized cats that eat medium sized prey ranging from rabbits to antelopes and deer.	Al di sotto di loro ci sono altri felini di media taglia che si nutrono di prede di media taglia, che variano dai conigli alle antilopi e ai cervi.
Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.	Infine, esistono molti piccoli felini (compresi i gatti domestici in libertà) che si nutrono di piccole prede, notevolmente più numerose, come insetti, roditori, lucertole e uccelli.
The secret to their success is the concept of the niche, a special job each cat holds that keeps it from competing with others.	Il concetto di nicchia costituisce il segreto del loro successo, un obiettivo particolare che ogni felino ha e che gli permette di non mettersi in competizione con gli altri.
Lions are the most social cats, living in large groups called prides.	I leoni sono i felini più sociali e vivono in gruppi numerosi chiamati branchi.
Prides are made up of one to three related adult males, along with as many as thirty females and cubs.	I branchi sono composti da maschi adulti, solitamente 2 o 3 imparentati tra loro, e da un numero di femmine e cuccioli che può arrivare a 30.
The females are usually closely related to each other, being a large family of sisters and daughters.	Di solito le femmine sono strettamente imparentate l'una con l'altra, essendo una famiglia numerosa di figlie e sorelle.
Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.	Il branco di leoni agisce in modo molto simile al branco di lupi o di cani, il cui comportamento è infatti sorprendentemente analogo a quello dei leoni (ma non a quello di altri grandi felini), anche per quanto concerne gli attacchi mortali alle loro prede.
A well rounded athlete, the tiger can climb (though not well), swim, leap great distances and pull with five times the force of a strong human.	Un atleta completo: la tigre è in grado di arrampicarsi (seppure non troppo bene), nuotare, fare salti molto lunghi ed esercitare una forza di trazione cinque volte superiore a quella di un uomo forte.
The tiger is in the same group (Genus Panthera) as lions, leopards, and jaguars. These four cats are the only ones who can roar.	La tigre appartiene alla stessa famiglia (il genere Panthera) del leone, del leopardo e del giaguaro. Questi quattro felini sono i soli a ruggire.
The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.	Il ruggito della tigre non è potente come quello del leone, ma assomiglia più ad una frase di parole urlate e rabbiose.
Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.	Gli ocelotti amano nutrirsi di piccoli animali. Se possibile, vanno a caccia di scimmie, serpenti, roditori e uccelli e quasi tutte le prede che catturano sono molto più piccole di loro.
Scientists think that ocelots follow and find animals to eat (prey) by smell, sniffing for where they've been on the ground.	Gli scienziati ritengono che gli ocelotti seguano e trovino gli animali da mangiare (prede) grazie all'olfatto, fiutando a terra dove sono stati.
They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.	Grazie alla visione notturna sono in grado di vedere molto bene nel buio, oltre a essere in grado di muoversi furtivamente. Per cacciare la loro preda, gli ocelotti si mimetizzano con l'ambiente circostante per poi piombandole addosso.
When a small group of living things (a small population) gets separated from the main population that they came from (like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back) they will often find themselves in a different environment than they were in before.	Quando un piccolo gruppo di esseri viventi (una piccola popolazione) si separa dalla popolazione principale alla quale appartiene (per esempio se si sposta oltre una catena montuosa o un fiume, o si sposta su una nuova isola, rendendo quindi difficile un eventuale ritorno), esso si ritroverà probabilmente in un ambiente diverso da quello in cui si trovava prima.
